Field #,Common Name,Band #,Year,Month,Day,Age,Sex,Breeding,Stage,Capture code,Blood,Feathers,Carcass,Country code,State,City/Town,Area/Reserve,Station,Lat,Lon,Contact,Field Notes,Location Code,MAPS Code,Observer
07N20959,Common Yellowthroat,245017412,2007,JUN,2,O,M,Y,Breeding,Y,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20960,Common Yellowthroat,245017484,2007,JUN,2,S,M,Y,Breeding,N,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20965,Common Yellowthroat,236062516,2007,JUN,16,O,M,Y,Breeding,Y,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20967,Common Yellowthroat,229087452,2007,JUN,16,O,M,Y,Breeding,Y,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20978,Common Yellowthroat,250026002,2007,JUN,23,O,M,Y,Breeding,N,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20980,Common Yellowthroat,250026003,2007,JUN,23,S,M,N,Breeding,N,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20981,Common Yellowthroat,250026001,2007,JUN,23,S,M,Y,Breeding,Y,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20982,Common Yellowthroat,245017485,2007,JUN,30,S,M,Y,Breeding,Y,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20987,Common Yellowthroat,250026015,2007,JUL,14,S,M,Y,Breeding,N,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N20999,Common Yellowthroat,236062503,2007,JUL,28,O,M,Y,Breeding,Y,,Y,,US,MA,Brewster,LaMMNA, ,41.72,-70.11, ,,WING,PUNK, 
07N24010,Common Yellowthroat,254031258,2008,AUG,2,5,F,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24052,Common Yellowthroat,254031206,2008,JUN,1,6,F,N,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24058,Common Yellowthroat,245017405,2008,JUN,14,6,M,Y,Breeding,Y,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24059,Common Yellowthroat,254031222,2008,JUN,21,6,M,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24060,Common Yellowthroat,236062478,2008,JUN,21,6,M,Y,Breeding,Y,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24062,Common Yellowthroat,254031224,2008,JUN,21,5,M,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24065,Common Yellowthroat,245017477,2008,JUN,21,6,M,Y,Breeding,Y,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24068,Common Yellowthroat,254031231,2008,JUL,3,5,M,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,ONLY 1 OUTER FEATHER (INNER MOLTING),WING,PUNK, 
07N24079,Common Yellowthroat,254031236,2008,JUL,12,5,M,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24080,Common Yellowthroat,254031238,2008,JUL,12,1,F,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24081,Common Yellowthroat,254031239,2008,JUL,12,5,F,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24085,Common Yellowthroat,254031240,2008,JUL,12,5,M,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
07N24088,Common Yellowthroat,254031245,2008,JUL,12,1,M,Y,Breeding,N,,Y,,US,MA,Brewster,MAPS, ,41.72,-70.11, ,,WING,PUNK, 
08N22601,Common Yellowthroat,236062511,2009,JUN,6,O,M,Yes,Breeding,R,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22604,Common Yellowthroat,258053210,2009,JUN,6,S,M,Yes,Breeding,N,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22611,Common Yellowthroat,258053222,2009,JUN,28,O,M,Yes,Breeding,N,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22612,Common Yellowthroat,258053205,2009,JUN,28,O,M,Yes,Breeding,R,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22614,Common Yellowthroat,258053224,2009,JUN,28,S,M,No,Breeding,N,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22619,Common Yellowthroat,258053227,2009,JUL,5,S,M,Yes,Breeding,N,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22620,Common Yellowthroat,258053230,2009,JUL,11,S,M,Yes,Breeding,N,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22621,Common Yellowthroat,258053232,2009,JUL,11,S,M,Yes,Breeding,N,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
08N22625,Common Yellowthroat,258053228,2009,JUL,11,H,U,No,Breeding,N,,Y,,US,MA,Brewster,, ,41.72,-70.11, ,,WING,PUNK, 
02N8707,Common Yellowthroat,228049237,2002,JUL,13,H,U,No,Breeding,R,,Y,,US,MA,,Brewster,Punkhorn Parklands,41.75,-70.08,Susan Finnegan,,,,
02N8709,Common Yellowthroat,228049254,2002,JUL,13,H,U,No,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn Parklands,41.75,-70.08,Susan Finnegan,,,,
02N8712,Common Yellowthroat,228049255,2002,JUL,13,A,F,Yes,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn Parklands,41.75,-70.08,Susan Finnegan,,,,
02N8715,Common Yellowthroat,228049257,2002,JUL,22,H,U,No,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn Parklands,41.75,-70.08,Susan Finnegan,,,,
02N8717,Common Yellowthroat,228049047,2002,JUL,23,A,F,Yes,Breeding,R,,Y,,US,MA,,Brewster, Wing Island Banding Station,41.75,-70.08,Susan Finnegan,,,,
02N8718,Common Yellowthroat,228049054,2002,JUN,1,S,F,No,Breeding,N,,Y,,US,MA,,Brewster, Wing Island Banding Station,41.75,-70.08,Susan Finnegan,,,,
02N8723,Common Yellowthroat,220026213,2002,MAY,25,A,M,Yes,Breeding,R,,Y,,US,MA,,Brewster, Wing Island Banding Station,41.75,-70.08,Susan Finnegan,,,,
02N8728,Common Yellowthroat,228049204,2002,MAY,31,A,M,Yes,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn,41.75,-70.08,Susan Finnegan,,,,
02N8730,Common Yellowthroat,228049208,2002,MAY,31,A,M,Yes,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn,41.75,-70.08,Susan Finnegan,,,,
02N8734,Common Yellowthroat,228049267,2002,AUG,2,H,U,No,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn,41.75,-70.08,Susan Finnegan,,,,
02N8744,Common Yellowthroat,228049057,2002,JUN,1,A,F,No,Breeding,N,,Y,,US,MA,,Brewster, Wing Island Banding Station,41.75,-70.08,Susan Finnegan,,,,
02N8745,Common Yellowthroat,228049216,2002,JUN,9,A,M,Yes,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn,41.75,-70.08,Susan Finnegan,,,,
02N8747,Common Yellowthroat,228049228,2002,JUN,22,A,M,Yes,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn,41.75,-70.08,Susan Finnegan,,,,
02N8748,Common Yellowthroat,228049232,2002,JUN,22,A,F,Yes,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn,41.75,-70.08,Susan Finnegan,,,,
02N8750,Common Yellowthroat,228049234,2002,JUN,22,A,M,Yes,Breeding,N,,Y,,US,MA,,Brewster,Punkhorn,41.75,-70.08,Susan Finnegan,,,,
00N8018,Common Yellowthroat,219050513,2000,JUN,19,A,F,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
00N8019,Common Yellowthroat,219050799,2000,JUN,14,A,M,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
00N8020,Common Yellowthroat,219050634,2000,JUN,14,A,M,Yes,Breeding,R,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
01N9027,Common Yellowthroat,220002827,2001,AUG,2,A,F,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
01N9028,Common Yellowthroat,216038370,2001,JUL,4,A,M,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
01N9029,Common Yellowthroat,216038331,2001,JUN,13,A,F,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
01N9030,Common Yellowthroat,216038310,2001,JUN,6,A,M,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
01N9031,Common Yellowthroat,219050799,2001,JUN,6,A,M,Yes,Breeding,R,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,,,CACO,LOBE,
02N1745,Common Yellowthroat,228051414,2002,JUL,6,A,F,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,IBP,,CACO,LOBE,
02N1746,Common Yellowthroat,228051417,2002,JUL,6,A,F,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,IBP,,CACO,LOBE,
03N0524,Common Yellowthroat,220002880,2003,JUN,24,A,F,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,IBP-MAPS,,CACO,LOBE,
03N0525,Common Yellowthroat,220002864,2003,JUN,17,A,M,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,IBP-MAPS,,CACO,LOBE,
03N0526,Common Yellowthroat,220002879,2003,JUN,24,A,M,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Longnook Beach,42.02,-70.05,IBP-MAPS,,CACO,LOBE,
99N7557,Common Yellowthroat,219050630,1999,JUN,2,A,M,Y,Breeding,U,,Y,,US,MA,Truro,CAPE COD NATIONAL SEASHORE,LONGNOOK BEACH,42.02,-70.05,,CP3,CACO,LOBE,SHADDEN
99N7558,Common Yellowthroat,219050758,1999,JUL,26,H,U,N,Breeding,U,,Y,,US,MA,Truro,CAPE COD NATIONAL SEASHORE,LONGNOOK BEACH,42.02,-70.05,,,CACO,LOBE,SHADDEN
99N7562,Common Yellowthroat,219050687,1999,JUN,24,S,F,Y,Breeding,U,,Y,,US,MA,Truro,CAPE COD NATIONAL SEASHORE,LONGNOOK BEACH,42.02,-70.05,,BP3,CACO,LOBE,SHADDEN
99N7563,Common Yellowthroat,219050672,1999,JUN,13,A,M,Y,Breeding,U,,Y,,US,MA,Truro,CAPE COD NATIONAL SEASHORE,LONGNOOK BEACH,42.02,-70.05,,CP2,CACO,LOBE,SHADDEN
02N1743,Common Yellowthroat,219050515,2002,JUN,24,A,M,Yes,Breeding,R,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Oak Dunes,41.98,-70.01,IBP,,CACO,OADU,
02N1744,Common Yellowthroat,219050647,2002,JUL,4,A,F,Yes,Breeding,R,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Oak Dunes,41.98,-70.01,IBP,,CACO,OADU,
03N0523,Common Yellowthroat,167122574,2003,JUL,28,A,F,Yes,Breeding,N,,Y,,US,MA,Truro,Cape Cod Natl. Seashore,Oak Dunes,41.98,-70.01,IBP-MAPS,,CACO,OADU,
99N7559,Common Yellowthroat,219050713,1999,JUL,9,S,F,Y,Breeding,U,,Y,,US,MA,TRURO,CAPE COD NATIONAL SEASHORE,OAK DUNES,41.98,-70.01,,BP4,,OADU,SHADDEN
01N9032,Common Yellowthroat,216038361,2001,JUN,30,A,M,Yes,Breeding,N,,Y,,US,MA,Wellfleet,Cape Cod Natl. Seashore,Blueberry Hill,41.94,-70,,,CACO,BLHI,
99N7560,Common Yellowthroat,219050708,1999,JUL,7,A,M,Y,Breeding,U,,Y,,US,MA,WELLFLEET,CAPE COD NATIONAL SEASHORE,BLUEBERRY HILL,41.94,-70,,CP1,,BLHI,SHADDEN
99N7561,Common Yellowthroat,219050690,1999,JUN,25,A,M,Y,Breeding,U,,Y,,US,MA,WELLFLEET,CAPE COD NATIONAL SEASHORE,BLUEBERRY HILL,41.94,-70,,CP3,,BLHI,SHADDEN
02N1747,Common Yellowthroat,228051419,2002,JUL,11,A,F,Yes,Breeding,N,,Y,,US,MA,Eastham,Cape Cod Natl. Seashore,Nauset School,41.86,-69.97,IBP,,CACO,NASC,
02N1748,Common Yellowthroat,228051422,2002,JUL,12,A,F,Yes,Breeding,N,,Y,,US,MA,Wellfleet,Cape Cod Natl. Seashore,Marconi Beach,41.89,-69.97,IBP,,CACO,MABE,
03N0452,Common Yellowthroat,220002883,2003,JUL,1,A,M,Yes,Breeding,N,,Y,,US,MA,Wellfleet,Cape Cod Natl. Seashore,Marconi Beach,41.89,-69.97,IBP-MAPS,,CACO,MABE,
03N6303,Common Yellowthroat,222074966,2003,JUN,20,A,M,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP-MAPS,,BRUN,GOCO,
04N6523,Common Yellowthroat,222075000,2004,JUL,11,A,F,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP-MAPS,,BRUN,GOCO,
04N6525,Common Yellowthroat,222075000,2004,JUL,25,A,F,Yes,Breeding,R,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP-MAPS,,BRUN,GOCO,
04N6526,Common Yellowthroat,231060641,2004,JUN,20,A,M,Yes,Breeding,R,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP-MAPS,,BRUN,GOCO,
04N6527,Common Yellowthroat,231060761,2004,JUL,25,A,M,No,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP-MAPS,,BRUN,GOCO,
05N4407,Common Yellowthroat,233097422,2005,JUL,13,A,M,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP,,BRUN,GOCO,
05N4408,Common Yellowthroat,231060641,2005,JUN,9,A,M,Yes,Breeding,R,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP,,BRUN,GOCO,
05N4409,Common Yellowthroat,233097437,2005,JUL,20,A,F,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP,,BRUN,GOCO,
05N4410,Common Yellowthroat,231022169,2005,JUN,3,A,F,U,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP,,BRUN,GOCO,
05N4411,Common Yellowthroat,231022171,2005,JUN,3,A,F,U,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP,,BRUN,GOCO,
05N4412,Common Yellowthroat,222074966,2005,JUN,3,A,M,Yes,Breeding,R,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP,,BRUN,GOCO,
05N4413,Common Yellowthroat,233097408,2005,JUL,2,A,M,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Golf Course,43.87,-69.94,IBP,,BRUN,GOCO,
06N50124,Common Yellowthroat,243009845,2006,JUL,11,A,M,,Breeding,,,Y,,US,ME,Brunswick,MAPS,Golf Course,43.87,-69.94,Kelly Gordon,,BRUN,GOCO,
06N50126,Common Yellowthroat,233097422,2006,JUL,20,A,M,,Breeding,,,Y,,US,ME,Brunswick,MAPS,Golf Course,43.87,-69.94,Kelly Gordon,,BRUN,GOCO,
06N50127,Common Yellowthroat,243009854,2006,JUL,20,A,M,,Breeding,,,Y,,US,ME,Brunswick,MAPS,Golf Course,43.87,-69.94,Kelly Gordon,,BRUN,GOCO,
08N24606,Common Yellowthroat,249095760,2008,JUN,26,6,M,Y,Breeding,Y,,Y,,US,ME,Brunswick,MAPS,,43.87,-69.94,IBP,,BRUN,GOCO,
03N6304,Common Yellowthroat,218028577,2003,JUL,2,A,M,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,,43.88,-69.92,IBP-MAPS,,BRUN,CHRO,
04N6541,Common Yellowthroat,218028576,2004,JUN,27,A,M,Yes,Breeding,R,,Y,,US,ME,Brunswick,New Brunswick Naval Station,,43.88,-69.92,IBP-MAPS,,BRUN,CHRO,
04N6542,Common Yellowthroat,222074996,2004,JUL,4,A,F,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,,43.88,-69.92,IBP-MAPS,,BRUN,CHRO,
05N4414,Common Yellowthroat,233097402,2005,JUN,24,A,M,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Chimney Rock,43.88,-69.92,IBP,,BRUN,CHRO,
05N4415,Common Yellowthroat,233097403,2005,JUN,24,A,F,Yes,Breeding,N,,Y,,US,ME,Brunswick,New Brunswick Naval Station,Chimney Rock,43.88,-69.92,IBP,,BRUN,CHRO,
08N24602,Common Yellowthroat,249095758,2008,JUN,18,6,F,Y,Breeding,N,,Y,,US,ME,Brunswick,MAPS,,43.88,-69.92,IBP,,BRUN,CHRO,
98N2006,Common Yellowthroat,,1998,JUN,7,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2008,Common Yellowthroat,,1998,JUN,8,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2009,Common Yellowthroat,,1998,JUN,8,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2011,Common Yellowthroat,,1998,JUN,8,A,F,Y,Breeding,,,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2012,Common Yellowthroat,,1998,JUN,8,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2013,Common Yellowthroat,,1998,JUN,8,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2014,Common Yellowthroat,,1998,JUN,8,A,F,Y,Breeding,,,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2016,Common Yellowthroat,,1998,JUN,8,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2017,Common Yellowthroat,,1998,JUN,8,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2018,Common Yellowthroat,,1998,JUN,8,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2021,Common Yellowthroat,,1998,JUN,9,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
98N2022,Common Yellowthroat,,1998,JUN,9,A,M,Y,Breeding,,Y,Y,,CA,NB,NO INFO,FREDERICTON,BURPEE WILDLIFE REFUGE,45.97,-66.8,,,,NO INFO,MK
01N7408,Common Yellowthroat,175069469,2001,JUN,25,A,F,Yes,Breeding,N,,Y,,US,NJ,Kent,Great Swamp NWR,,40.71,74.46,,,,,
05N4363,Common Yellowthroat,232009146,2005,JUL,18,A,M,Yes,Breeding,R,,Y,,US,KY,Radcliff,, ,37.95,-85.94,IBP,,KNOX,,
04N8878,Common Yellowthroat,229022490,2004,SEP,14,H,U,,Migrant,N,,Y,,,AK,Juneau,Mendenhall Glacier,,58.44,-134.55,GWEN BALUSS,,,JUNE,
04N5081,Common Yellowthroat,190120323,2004,SEP,6,H,M,,Migrant,,Y,Y,,CA,BC,,Great Bear Rainforest,EXPOSURE INLET,53.39,-128.93,,,,,BM
04N5082,Common Yellowthroat,190120324,2004,SEP,6,H,F,,Migrant,,Y,Y,,CA,BC,,Great Bear Rainforest,EXPOSURE INLET,53.39,-128.93,,,,,BM
04N5083,Common Yellowthroat,190120325,2004,SEP,6,H,F,,Migrant,,Y,Y,,CA,BC,,Great Bear Rainforest,EXPOSURE INLET,53.39,-128.93,,,,,BM
04N5099,Common Yellowthroat,235023330,2004,SEP,8,H,M,,Migrant,,Y,Y,,CA,BC,,Great Bear Rainforest,KYNOCH INLET,53.39,-128.93,,,,,BM
04N5099,Common Yellowthroat,121248330,2004,SEP,8,H,M,,Migrant,,Y,Y,,CA,BC,,Great Bear Rainforest,KYNOCH INLET,53.39,-128.93,,,,,BM
04N9741,Common Yellowthroat,225078915,2004,MAR,28,A,M,,Migrant,,,Y,,US,CA,ARCATA,,HOME SITE,40.87,-124.08,,,,,BM
06N3993,Common Yellowthroat,244085228,2006,AUG,18,H,M,No,Migrant,N,,Y,,US,CA,Orick,Golden Gate National RECReatio,Redwood Creek,41.3,-124.04,Renee Cormier,,RFSL,RECR,Renee Cormier
06N4815,Common Yellowthroat,226080686,2004,SEP,24,H,U,"N
",Migrant,N,,Y,,US,CA,Orleans,MAPS,U.S. Forest Service,41.26,-123.61,Josee Rousseau,,RFSL,CAPD,
06N4918,Common Yellowthroat,234003155,2004,SEP,23,H,F,"N
",Migrant,N,,Y,,US,CA,Humboldt,MAPS,U.S. Forest Service,41.26,-123.61,Josee Rousseau,,RFSL,CLCR,
06N4804,Common Yellowthroat,234001747,2004,SEP,22,U,F,"N
",Migrant,N,,Y,,USA,CA,Orleans,MAPS,Red 2,41.26,-123.6,Josee Rousseau,,RFSL,RED2,
00N8042,Common Yellowthroat,221009006,2000,SEP,11,U,U,Yes,Migrant,N,,Y,,US,CA,Los Banos,Los Banos Wildlife Area,,44.2,-123.57,Jenny and Bob Allen,,,,
07N2906,Common Yellowthroat,249099327,2007,OCT,16,A,M,No,Migrant,N,,Yes,,US,CA,Orleans,,Camp Creek,41.3,-123.56,,,RFSL,CAMP,
07N2907,Common Yellowthroat,249099325,2007,OCT,16,H,U,,Migrant,,,Yes,,US,CA,Orleans,,Camp Creek,41.3,-123.56,,,RFSL,CAMP,
05N8902,Common Yellowthroat,244045244,2005,OCT,5,A,F,U,Migrant,N,,,,US,OR,Merlin,,Wildlife Images,42.49,-123.48,ROBERT I. FREY- KLAMATH BIRD OBSERVATORY,,GRPA,WIIM,
12N2449,Common Yellowthroat,270064387,2012,SEP,21,H,U,No,Migrant,N,No,Yes,,US,OR,Merlin,,,42.49,-123.48,Robert Frey,,GRPA,WIIM,
06N25264,Common Yellowthroat,220011863,2006,AUG,23,H,U,,Migrant,,,Y,,US,CA,Seiad Valley,MAPS,Pacific Crest Trail,41.84,-123.21,Sam Cuenca,,KLAM,PCT1,
07N33944,Common Yellowthroat,249084192,2007,SEP,14,H,M,N,Migrant,N,,Y,,US,CA,Junction City,LaMMNA,  ,40.75,-123.07, ,,RSL,HOCK, 
07N33920,Common Yellowthroat,237037054,2007,AUG,23,H,U,N,Migrant,N,,Y,,US,CA,Junction City,LaMMNA, ,40.66,-122.96, ,,RSL,SFRD, 
01N0705,Common Yellowthroat,169050684,2001,SEP,14,H,F,U,Migrant,R,,N,,US,CA,Muddy Hollow,,Pt. Reyes National Seashore,38.04,-122.88,Diana Humple,,,,
01N4818,Common Yellowthroat,219050812,2001,APR,17,A,M,U,Migrant,R,,Y,,US,CA,Point Reyes Station,Point Reyes Bird Observatory,MUDDY HOLLOW PT. REYES STATION,38.05,-122.87,,,PALO,MUHO,PRBO
05N6222,Common Yellowthroat,234031993,2005,MAR,14,S,M,No,Migrant,N,,Y,,US,CA,Point Reyes Station,Golden Gate National Recreatio,Muddy Hollow,38.05,-122.87,DIANA HUMPLE,,PALO,MUHO,
06N4001,Common Yellowthroat,244085242,2006,AUG,24,H,U,No,Migrant,N,,Y,,US,CA,Point Reyes Station,Golden Gate National Recreatio,Muddy Hollow,38.05,-122.87,DIANA HUMPLE,,PALO,MUHO,
06N4002,Common Yellowthroat,244085293,2006,SEP,25,H,U,U,Migrant,N,,Y,,US,CA,Point Reyes Station,Golden Gate National Recreatio,Muddy Hollow,38.05,-122.87,DIANA HUMPLE,,PALO,MUHO,
04N8133,Common Yellowthroat,234003133,2004,SEP,13,H,M,No,Migrant,N,,Y,,US,CA,Lewiston,, ,40.72,-122.8, ,,RSL,SVEN, 
06N4933,Common Yellowthroat,234003143,2004,SEP,21,H,M,"N
",Migrant,N,,Y,,US,CA,Lewiston,MAPS, ,40.72,-122.8, ,,RSL,SVEN, 
06N5425,Common Yellowthroat,24300993,2006,SEP,8,H,U,"N
",Migrant,N,,Y,,US,CA,Lewiston,LaMMNA, ,40.72,-122.8, ,,RSL,SVEN, 
06N1920,Common Yellowthroat,244088368,2006,SEP,13,H,M,No,Migrant,N,,Y,,US,OR,Ashland,,North Mountain Park,42.2,-122.7,,,ASHL,NOMO,
01N4810,Common Yellowthroat,221009852,2001,APR,23,U,M,Yes,Migrant,N,,Y,,US,CA,Bolinas,Point Reyes Bird Observatiory,Pine Gulch,37.92,-122.69,,,PALO,PIGU,
04N0932,Common Yellowthroat,238068971,2004,NOV,12,H,M,,Migrant,N,,Y,,US,CA,Bolinas,,Pine Gulch Creek,37.92,-122.69,"DIANA HUMPLE
",,PALO,PIGU,
05N6223,Common Yellowthroat,229059211,2005,APR,14,A,M,U,Migrant,N,,Y,,US,CA,Bolinas,Golden Gate National Recreatio,Pine Gulch Creek,37.92,-122.69,DIANA HUMPLE,,PALO,PIGU,
05N6224,Common Yellowthroat,229059217,2005,APR,22,A,M,U,Migrant,N,,Y,,US,CA,Bolinas,Golden Gate National Recreatio,Pine Gulch Creek,37.92,-122.69,DIANA HUMPLE,,PALO,PIGU,
05N9465,Common Yellowthroat,243068156,2005,AUG,31,H,M,U,Migrant,N,,Y,,US,CA,Bolinas,,Pine Gulch Creek,37.92,-122.69,PRBO,,PALO,PIGU,
